SampleID,qPCR16S
FMT.0107B,84953.72898
FMT.0107C,246375.0337
FMT.0107D,301477.8262
FMT.0107E,771152.5033
FMT.0107F,399519.0077
FMT.0107G,556758.0009
FMT.0107H,2283057.047
FMT.0107J,3444577.851
FMT.0107K,3113207.078
FMT.0107L,5919023.872
FMT.0107M,3875477.219
FMT.0107N,1146412.44
FMT.0107O,76122.54391
FMT.0107P,4737070.152
FMT.0107Q,57334201.16
FMT.0107R,26389662.36
FMT.0107T,30498393.74
FMT.0107U,25366967.23
FMT.0107V,88582892.77
FMT.0107W,931879954.4
FMT.0108A,7652482.993
FMT.0108B,54818647.2
FMT.0108C,215564966.2
FMT.0108D,12874080.67
FMT.0108E,9327183.94
FMT.0108F,3645644.112
FMT.0108G,794968.3738
FMT.0108I,359618.8721
FMT.0108J,2624154.399
FMT.0108K,1754751.791
FMT.0108L,12508358.11
FMT.0108M,16019345.65
FMT.0108N,7140871.976
FMT.0108P,174100.5009
FMT.0108Q,2309043.528
FMT.0108R,50063483.22
FMT.0108S,1690026.447
FMT.0108T,24233472.43
FMT.0108U,7267467.206
FMT.0108V,7449164.508
FMT.0108W,42803630.88
FMT.0108X,91194253.16
FMT.0109A,1650217846
FMT.0109B,2697795.405
FMT.0109C,49822.7135
FMT.0109D,94748.51959
FMT.0109F,5668095.806
FMT.0109G,130258.7036
FMT.0109H,2959787.901
FMT.0109I,2114118.475
FMT.0109K,26328698.95
FMT.0109L,136072831.3
FMT.0109M,5758013.054
FMT.0110A,73689366.47
FMT.0110B,55987137.81
FMT.0110C,153276356.5
FMT.0110D,147124025.6
FMT.0110E,278751369.8
FMT.0110F,80523275.79
FMT.0110G,80424954.31
FMT.0110H,42493927.29
FMT.0110I,22041598.94
FMT.0110J,42649700
FMT.0110K,73321108.37
FMT.0110L,48796638.36
FMT.0110M,37970744.44
FMT.0110N,20549170.39
FMT.0110O,178129831.3
FMT.0111A,60924945.33
FMT.0111B,223146903.9
FMT.0111C,205553755.6
FMT.0111D,169196585.8
FMT.0111E,6256551.768
FMT.0111F,8045650.704
FMT.0111G,4561.367181
FMT.0111I,2970.419616
FMT.0111J,4232.934974
FMT.0111L,159516.6561
FMT.0111M,1837630.132
FMT.0111N,5751.67708
FMT.0111P,27.52581566
FMT.0111S,5895.434958
FMT.0111T,88807985.57
FMT.0111V,671554.1346
FMT.0111W,638560720.7
FMT.0111X,543113285.5
FMT.0111Y,127403186.4
FMT.0111Z,617358447.9
FMT.0112B,21946709.7
FMT.0112D,45912388.21
FMT.0112E,70403200.4
FMT.0112F,66158244.55
FMT.0112G,136725245
FMT.0112H,73798623.31
FMT.0112I,49905173.45
FMT.0112J,197208145
FMT.0112K,31160646.11
FMT.0112L,116192071.4
FMT.0112M,131328420.2
FMT.0112N,22918.39344
FMT.0112O,168885086.8
FMT.0112P,176549353.1
FMT.0112Q,103242964.1
FMT.0112R,214816666.7
FMT.0112S,66561296.77
FMT.0112T,189935188.8
FMT.0112U,85387358.02
FMT.0112V,151992159.3
FMT.0112W,118002142.9
FMT.0112X,8454.459557
FMT.0112Y,8797298.865
FMT.0112Z,213977216.7
FMT.0113A,162873300
FMT.0113B,0
FMT.0113C,28077057.83
FMT.0113D,95635088.01
FMT.0113E,140831070.7
FMT.0113F,75020543.77
FMT.0113G,111045745.3
FMT.0113H,45971962.15
FMT.0113I,35597325.47
FMT.0113J,48016979.67
FMT.0113K,110437300.7
FMT.0113L,108835315.4
FMT.0113M,115129959.8
FMT.0113N,53689594.52
FMT.0114A,354644111.1
FMT.0114AA,70830377.84
FMT.0114B,26827208.33
FMT.0114BB,248245739.1
FMT.0114C,1013891429
FMT.0114CC,60642878.79
FMT.0114D,1266136082
FMT.0114DD,562973750
FMT.0114E,62876531.46
FMT.0114F,64758989.9
FMT.0114FF,278617.9187
FMT.0114G,7109835.099
FMT.0114GG,5031215.909
FMT.0114H,16661592.41
FMT.0114HH,4446148.526
FMT.0114I,110348944.6
FMT.0114J,54130703.26
FMT.0114K,1542808.333
FMT.0114O,108006.5799
FMT.0114P,28802054.28
FMT.0114Q,2294905.34
FMT.0114R,344082.1989
FMT.0114S,13855.73661
FMT.0114T,507186.9151
FMT.0114U,5696625.275
FMT.0114V,0
FMT.0114W,0
FMT.0114X,0
FMT.0114Y,0
FMT.0114Z,101273265.9
FMT.0116B,22461585.52
FMT.0116C,44162525.49
FMT.0116D,83171049.88
FMT.0116E,92843703.38
FMT.0116F,65014329.14
FMT.0116G,4879.339316
FMT.0116I,43523510.77
FMT.0116J,112266745.1
FMT.0116L,115985387.8
FMT.0116M,89942007.6
FMT.0116N,564082701.1
FMT.0116O,1434812015
FMT.0116P,1245379489
FMT.0117A,865416451.4
FMT.0117B,206296989.5
FMT.0117C,580573019.6
FMT.0117D,677150217.7
FMT.0117E,227239952.9
FMT.0117F,7220125.478
FMT.0117G,114789148.1
FMT.0117I,210527561.9
FMT.0117K,89271481.28
FMT.0117L,258332305.9
FMT.0117M,309257741.2
FMT.0118B,25272.61053
FMT.0118C,2138371.663
FMT.0118D,662377.9409
FMT.0118E,8190274.74
FMT.0118H,32212170.48
FMT.0118J,67005900.99
FMT.0118K,5861095.515
FMT.0118L,9998431.361
FMT.0118M,21905904.92
FMT.0118O,2277.176057
FMT.0120B,46836321.84
FMT.0120C,10667084.15
FMT.0120D,11057829.15
FMT.0120E,20729121.92
FMT.0120F,203082584.3
FMT.0120G,135382983
FMT.0120H,85112453.98
FMT.0120I,12815389.67
FMT.0120J,5141825.959
FMT.0120K,32895836.92
FMT.0120L,202022660.4
FMT.0120N,21553135.6
FMT.0120O,297540156.4
FMT.0120P,160505.8121
FMT.0120Q,274268.0739
FMT.0120R,100333423.6
FMT.0120S,210744082.6
FMT.0120T,66974696.88
FMT.0122A,374626105
FMT.0122B,253659912.7
FMT.0122C,101058697.9
FMT.0122D,158594727.5
FMT.0122E,10057019.14
FMT.0122F,9060258.481
FMT.0122J,3752.404661
FMT.0124A,1850649529
FMT.0124B,105522704.6
FMT.0124C,223926659.5
FMT.0124D,399854306.7
FMT.0124E,204104556.9
FMT.0124F,104288090.7
FMT.0124G,71109605.15
FMT.0124H,257896155.8
FMT.0124I,212358721.2
FMT.0124J,188062126.3
FMT.0124K,215124079
FMT.0124L,265616499.2
FMT.0124M,164645430
FMT.0124N,136934956
FMT.0124O,141359256.5
FMT.0125A,1153819912
FMT.0125AA,457932497.9
FMT.0125B,1507271.107
FMT.0125BB,854770842.8
FMT.0125C,11064860.16
FMT.0125CC,371393033.2
FMT.0125D,13981674.94
FMT.0125E,7077938.012
FMT.0125F,213525207.2
FMT.0125G,275593241
FMT.0125H,433428478.6
FMT.0125I,273854070.5
FMT.0125K,1989425320
FMT.0125L,575003800.3
FMT.0125M,74812219.27
FMT.0125N,7844926.743
FMT.0125O,1473917.727
FMT.0125P,73782535.63
FMT.0125Q,73397258.38
FMT.0125R,187659049.8
FMT.0125T,6709183.333
FMT.0125U,37701754.34
FMT.0125V,42673038.57
FMT.0125W,255282189.6
FMT.0125X,230425145
FMT.0125Y,165370579.2
FMT.0125Z,275871739.7
FMT.0126A,2469943.502
FMT.0126AA,374418481.6
FMT.0126B,62123.89933
FMT.0126BB,82606792.04
FMT.0126CC,36542116.67
FMT.0126DD,21474227.08
FMT.0126E,83178356.19
FMT.0126F,45908700.1
FMT.0126FF,602698.4294
FMT.0126G,37088424.62
FMT.0126GG,481518.2983
FMT.0126H,7098894.288
FMT.0126HH,96749984.85
FMT.0126I,1512624.95
FMT.0126II,62550985.42
FMT.0126J,569929.5922
FMT.0126K,1336205.013
FMT.0126L,289746.2955
FMT.0126N,698730.7703
FMT.0126P,443104.3728
FMT.0126Q,23592330.78
FMT.0126R,11562019.08
FMT.0126T,1559280.284
FMT.0126U,33684.31447
FMT.0126V,70472671.64
FMT.0126X,150552583.3
FMT.0126Y,292573354.8
FMT.0126Z,170134450.7
FMT.0127A,3610988.376
FMT.0127B,46473131.18
FMT.0127C,42836137.33
FMT.0127D,15522427.81
FMT.0127E,5744529.045
FMT.0127F,1082896.904
FMT.0127G,53214785.46
FMT.0127H,54087150.52
FMT.0127J,96356316.44
FMT.0128A,0
FMT.0128B,103373181.8
FMT.0128C,31783821.12
FMT.0128D,98399505.08
FMT.0128E,113728816.2
FMT.0128F,26082243.46
FMT.0128G,13770489.51
FMT.0128H,43667409.28
FMT.0128I,164014439.3
FMT.0128J,112642337.8
FMT.0128K,68136584.15
FMT.0128L,18073127.15
FMT.0128M,1635891.312
FMT.0128N,110990917.3
FMT.0128O,226936512.4
FMT.0128P,64198091.35
FMT.0128Q,107012891
FMT.0128R,170037781.9
FMT.0128S,564946888.9
FMT.0128T,190575095.1
FMT.0128U,98686526.52
FMT.0128V,123528513.5
FMT.0128W,159533543.2
FMT.0128X,6392871.658
FMT.0130A,36463.27415
FMT.0130B,238333617.5
FMT.0130C,159318723.9
FMT.0130D,17347487.86
FMT.0130E,25615250.94
FMT.0130F,57504301.56
FMT.0130G,809510.4257
FMT.0130H,168778329.9
FMT.0130I,201983770.4
FMT.0131A,13689244.54
FMT.0131B,60494654.47
FMT.0131C,37518098.3
FMT.0131D,76215298.35
FMT.0131E,96768450.12
FMT.0131F,29934586.15
FMT.0131G,14842645.64
FMT.0131H,10029980.1
FMT.0131I,18631091.95
FMT.0131J,28406360.34
FMT.0131K,71702068.47
FMT.0131L,39999293.6
FMT.0131M,37249707.76
FMT.0131N,103905427.2
FMT.0131O,216980.8671
FMT.0131P,194342.8476
FMT.0131Q,520432686.5
FMT.0132A,3954166329
FMT.0132B,141059059.5
FMT.0132C,23405906.2
FMT.0132D,188621963.9
FMT.0133A,1589125405
FMT.0133B,59585252.75
FMT.0133C,649422419.2
FMT.0134A,1479996453
FMT.0134B,10862871.43
FMT.0134C,18097314.9
FMT.0134D,9889179.858
FMT.0134E,5700670.315
FMT.0134F,3834022.727
FMT.0136B,12093193.05
FMT.0136C,89470904.76
FMT.0136D,9145843.78
FMT.0136E,4202380.519
FMT.0136F,17269410.15
FMT.0136G,18542125.39
FMT.0136I,21945147.61
FMT.0136J,1025543.418
FMT.0136K,1824278.598
FMT.0136L,9193094.012
FMT.0136M,12220674.1
FMT.0136N,516118.0367
FMT.0136O,29451030.35
FMT.0136P,2509344.832
FMT.0137A,29519282.37
FMT.0137B,178752783.2
FMT.0137C,170986822.9
FMT.0137D,320670855.6
FMT.0137E,433229360.2
FMT.0137F,98216198.24
FMT.0137G,236061039.4
FMT.0137H,125912795.5
FMT.0137I,136263119.9
FMT.0137J,368739113.4
FMT.0137K,106310701.9
FMT.0137L,94576218.91
FMT.0137N,102878876.6
FMT.0139A,184675729.5
FMT.0139AA,101812043.9
FMT.0139B,17564124.09
FMT.0139BB,8311669.715
FMT.0139C,57369095.04
FMT.0139CC,4520147.366
FMT.0139D,35293608.53
FMT.0139DD,12524201.82
FMT.0139E,106220578.1
FMT.0139EE,14949659.65
FMT.0139F,40723794.47
FMT.0139FF,17967458.6
FMT.0139G,1809506.125
FMT.0139H,12406398.71
FMT.0139I,1029515.96
FMT.0139J,590306.5361
FMT.0139K,267657883.7
FMT.0139L,19637579.04
FMT.0139M,38114776.79
FMT.0139N,283035811
FMT.0139O,289439320.1
FMT.0139P,177757531.4
FMT.0139Q,494457550
FMT.0139R,744805860.1
FMT.0139S,607478150.9
FMT.0139T,631204380.3
FMT.0139U,676580897.4
FMT.0139V,1194912274
FMT.0139W,974318000
FMT.0139X,172257064.3
FMT.0139Y,129948466.1
FMT.0139Z,67468600.97
FMT.0140A,49059417.36
FMT.0141A,8165534.15
FMT.0141B,35143709.68
FMT.0141C,44121706.17
FMT.0141D,54030856.97
FMT.0141E,23486653.17
FMT.0141G,29814175.82
FMT.0141I,181137024.9
FMT.0141J,21699533.6
FMT.0141K,134256151.3
FMT.0141L,10948439.42
FMT.0141M,67077261.16
FMT.0141N,618419528.5
FMT.0141O,72652796.67
FMT.0142A,322568520.4
FMT.0142AA,5559573.218
FMT.0142B,284956873.2
FMT.0142BB,0
FMT.0142C,45161949.52
FMT.0142D,13000316.05
FMT.0142E,17209299.59
FMT.0142F,8036737.117
FMT.0142G,10326768.78
FMT.0142H,4931053.716
FMT.0142I,12204817.85
FMT.0142J,6370167.496
FMT.0142K,25168284.19
FMT.0142L,3745789.609
FMT.0142M,3761442.594
FMT.0142N,26777442.91
FMT.0142O,3343723.429
FMT.0142P,2974063.326
FMT.0142Q,44969733.72
FMT.0142R,65067696.24
FMT.0142S,397366.7273
FMT.0142T,330806.628
FMT.0142U,325360.0427
FMT.0142V,641929.1351
FMT.0142W,650535.1133
FMT.0142X,551552.4897
FMT.0142Y,2583450.231
FMT.0142Z,2475040.741
FMT.0144B,74937842.45
FMT.0144C,7876652.545
FMT.0144E,2568240.732
FMT.0145A,1134097.67
FMT.0145B,204698502.1
FMT.0145C,231180997.8
FMT.0145D,3310989.13
FMT.0146B,104171603.4
FMT.0146C,767272.6466
FMT.0146D,242028.7981
FMT.0146E,18344248.25
FMT.0146F,25250174.85
FMT.0147B,167279801.9
FMT.0147BB,19986302.61
FMT.0147C,18894622.78
FMT.0147CC,5798292.774
FMT.0147D,112912613.3
FMT.0147E,124008942.5
FMT.0147EE,243134359.3
FMT.0147F,11929690.09
FMT.0147FF,44538718.69
FMT.0147G,7200149.038
FMT.0147GG,594878.7879
FMT.0147HH,789814.6374
FMT.0147I,857944.4522
FMT.0147J,39072195.2
FMT.0147JJ,24738602.15
FMT.0147KK,1692231.744
FMT.0147L,45275582.57
FMT.0147LL,18836847.16
FMT.0147M,6495056.592
FMT.0147MM,369466.352
FMT.0147O,144145196.7
FMT.0147P,33239658.3
FMT.0147Q,52685768.48
FMT.0147R,18855126
FMT.0147S,77749865.12
FMT.0147T,47061958.61
FMT.0147U,2029355.723
FMT.0147V,2685418.585
FMT.0147W,25758208.51
FMT.0147Y,30571977.65
FMT.0147Z,7845027.92
FMT.0151A,49188.26045
FMT.0152A,295985.356
FMT.0153A,457922261
FMT.0153B,16511097.4
FMT.0153C,5061.210973
FMT.0153D,173609.51
FMT.0153E,9785.966114
FMT.0153F,30083.71482
FMT.0153G,102037.4232
FMT.0153H,4817890.339
FMT.0153J,1357635.6
FMT.0153K,1088951.55
FMT.0153L,3330032.533
FMT.0153M,17102147.19
FMT.0153N,8773544.054
FMT.0153P,58063449.74
FMT.0153Q,55764072.63
FMT.0153R,71389793.75
FMT.0154A,18532324.4
FMT.0154B,20805093.45
FMT.0154C,1856341.243
FMT.0154D,106996.8983
FMT.0154G,33970211.27
FMT.0154H,18062260.19
FMT.0154J,25026666.67
FMT.0154K,53465608.7
FMT.0154L,5244914.457
FMT.0154M,11303663.31
FMT.0154P,27803.44842
FMT.0154Q,10204.39234
FMT.0154R,234190043
FMT.0154S,38410758.68
FMT.0155A,36893.0344
FMT.0155B,141346761.2
FMT.0155C,68622263.75
FMT.0155D,17417783.16
FMT.0155E,309672.5302
FMT.0155F,342184.3127
FMT.0155G,2512496.241
FMT.0155H,2339183.247
FMT.0155I,8167241.969
FMT.0155J,7267210.884
FMT.0155K,20539162.83
FMT.0155L,176906195.8
FMT.0155M,378167531
FMT.0155N,262885333.3
FMT.0155O,29470346.1
FMT.0156A,27752335.96
FMT.0156B,71172702.54
FMT.0156C,141215300
FMT.0156D,64269856.29
FMT.0156E,3262343.526
FMT.0157A,13801045.71
FMT.0157B,65348080.15
FMT.0157C,60144030.09
FMT.0157D,71683796.81
FMT.0157E,84906.67912
FMT.0157F,3004376.368
FMT.0157G,1433959.203
FMT.0157H,262399.3433
FMT.0157I,1264742.748
FMT.0157J,1166788.898
FMT.0157K,539123.9422
FMT.0157L,3539118.631
FMT.0157M,7950354.863
FMT.0157N,11579932.3
FMT.0157O,71058454.26
FMT.0157P,103154253
FMT.0157Q,68199155.33
FMT.0158A,2229448.072
FMT.0158B,1795549.729
FMT.0158C,56364601.96
FMT.0158D,82202404.26
FMT.0158E,9509872.093
FMT.0158F,9012165.982
FMT.0158G,16730500.58
FMT.0158H,8457303.738
FMT.0158I,168273.8833
FMT.0158J,245397.9113
FMT.0158K,401203.1375
FMT.0158L,643927.1278
FMT.0158M,167510.3867
FMT.0158N,254105.6604
FMT.0158O,16469961.67
FMT.0158P,281435.7587
FMT.0158Q,2177171.847
FMT.0158R,103230039.2
FMT.0158S,110186211.7
FMT.0159A,21398323.79
FMT.0159B,14329034.23
FMT.0159E,486728.2677
FMT.0159G,1421441.037
FMT.0160A,32943.92022
FMT.0160B,25579294.93
FMT.0160C,1639899.345
FMT.0160D,19692825.2
FMT.0160E,90198065.36
FMT.0160F,6107642.6
FMT.0160G,258185649.3
FMT.0160H,35939131.8
FMT.0160I,67095.87255
FMT.0160J,3740248.17
FMT.0160K,29755578.08
FMT.0160L,21864875.83
FMT.0160M,24587039.26
FMT.0160N,21636530.3
FMT.0160O,79972977.19
FMT.0160R,101871688.9
FMT.0160S,165897145.6
FMT.0160T,263831457.4
FMT.0161A,823.6146578
FMT.0161C,71916879.31
FMT.0161D,148084831.9
FMT.0161F,4449870.088
FMT.0161H,154624.251
FMT.0161I,173797.3501
FMT.0161K,9023.052967
FMT.0161L,12710.32245
FMT.0161M,56359.19007
FMT.0161O,60214.25374
FMT.0161P,36032.02495
FMT.0161Q,372756.8472
FMT.0161R,742189.0328
FMT.0161S,737758.5395
FMT.0161T,108518243.4
FMT.0161U,119735103.4
FMT.0161V,146942314.5
FMT.0162A,644329893.4
FMT.0162F,52111106.67
FMT.0162G,33548885.13
FMT.0162H,42840949.22
FMT.0162I,2690010.31
FMT.0162J,1921705.367
FMT.0162K,4650717.886
FMT.0162L,3370019.931
FMT.0162M,969912.5406
FMT.0162N,16986857.84
FMT.0162O,6865536.754
FMT.0162P,83019340.69
FMT.0162Q,8534180.851
FMT.0162R,27622213.38
FMT.0162S,342515534.6
FMT.0162T,15459118.47
FMT.0162U,140527812.2
FMT.0162V,272780090.6
FMT.0162W,206654717.3
FMT.0162Y,78926074.7
FMT.0163D,670277826.5
FMT.0163E,239447791.7
FMT.0163F,283214291
FMT.0163G,177030232.7
FMT.0163H,66476.84773
FMT.0163I,474568254.8
FMT.0164A,310759790.7
FMT.0164B,378959.4895
FMT.0164C,41894.24664
FMT.0164D,111592.1689
FMT.0164E,244286.8957
FMT.0164F,4875860.267
FMT.0164G,3681173.93
FMT.0164H,435025.772
FMT.0164I,6628038.371
FMT.0164J,5987596.507
FMT.0164K,2588972.917
FMT.0164L,23142055.19
FMT.0164M,8030537.895
FMT.0164N,1285109.263
FMT.0165B,200049237.3
FMT.0165C,16268628.82
FMT.0165G,28485.32657
FMT.0165H,22507156.32
FMT.0165I,50583838.57
FMT.0165K,98696894.64
FMT.0165M,356435889.9
FMT.0166B,153422469.7
FMT.0166C,113505366.9
FMT.0166D,122738700.8
FMT.0166E,7107380.023
FMT.0166F,1179.090115
FMT.0166G,654232.5415
FMT.0166H,1056274.544
FMT.0167A,31082890.41
FMT.0167B,74165715.85
FMT.0168B,334986550.7
FMT.0168C,24551483.68
FMT.0168D,63060625.91
FMT.0168E,18313310.3
FMT.0168F,27907356.5
FMT.0168G,14869211.93
FMT.0168H,17442659.73
FMT.0168I,32289161.33
FMT.0169B,356169401.1
FMT.0169C,47211625.09
FMT.0169D,52269947.78
FMT.0169E,83791559.9
FMT.0169F,163481280.4
FMT.0169G,52165155.46
FMT.0169H,11300229.53
FMT.0169I,5137382.218
FMT.0169J,28166736.45
FMT.0169K,137545140.8
FMT.0169L,83230958.82
FMT.0169M,205471987.4
FMT.0169O,923814674.8
FMT.0169P,209065803.8
FMT.0171A,19367291.98
FMT.0171B,366502466.7
FMT.0171C,180363222.2
FMT.0171D,406552808.3
FMT.0171F,78714834.65
FMT.0171G,27731768.24
FMT.0171H,27629156.04
FMT.0171I,9196145.161
FMT.0171J,2207312.854
FMT.0171L,492423.504
FMT.0171M,5457406.111
FMT.0171N,13089367.93
FMT.0171Q,11749766.75
FMT.0171R,18500483.8
FMT.0171S,9629368.316
FMT.0171U,108540348.3
FMT.0171V,1246482692
FMT.0174A,41279780.98
FMT.0174B,541278791.1
FMT.0174C,225201624.4
FMT.0174D,842072821.9
FMT.0174E,124685435.2
FMT.0174F,25892994.25
FMT.0174G,93743363.39
FMT.0174H,291193415
FMT.0174I,148731211.7
FMT.0175A,2493.16596
FMT.0175B,124146335.9
FMT.0175C,190170205.1
FMT.0175D,102065876.4
FMT.0175E,142514747.1
FMT.0175F,67631663.65
FMT.0175G,15429375.26
FMT.0175I,14256186.72
FMT.0175J,57355598.8
FMT.0175K,54638555.56
FMT.0175M,73645538.86
FMT.0175N,404104235.7
FMT.0175O,9139140.568
FMT.0175P,6881716.667
FMT.0175Q,29743957.56
FMT.0175R,13618933.14
FMT.0176A,2961298.966
FMT.0178A,13159498.08
FMT.0179A,253395475.5
FMT.0179B,1879543652
FMT.0179C,199753270.5
FMT.0179D,185152259.9
FMT.0179E,96614334.19
FMT.0179F,64660424.46
FMT.0179G,368574575
FMT.0179H,433943119.5
FMT.0179I,141201612.5
FMT.0179J,114608682
FMT.0179K,236916869
FMT.0180A,27739249.55
FMT.0180B,229779059.5
FMT.0180C,6540327.336
FMT.0180D,9784373.227
FMT.0180E,1710947.34
FMT.0180F,16140702.45
FMT.0180G,19182854.04
FMT.0180H,73695848.02
FMT.0180I,141361890.1
FMT.0180J,62773855.47
FMT.0180K,130468425
FMT.0180L,44155788.57
FMT.0181A,111554261.4
FMT.0181L,9152265.99
FMT.0182A,426914867.7
FMT.0183J,260438181.1
FMT.0185A,99611111.11
FMT.0186A,2495814.966
FMT.0186B,516659069.4
FMT.0186C,125901941.4
FMT.0186D,308179327.2
FMT.0186E,206989058.7
FMT.0186F,33492349.59
FMT.0186N,30006599.42
FMT.0187B,145210391
FMT.0187C,280888345.2
FMT.0187D,916859.6939
FMT.0187E,953746.4495
FMT.0187F,73361.41624
FMT.0187G,2106371.39
FMT.0187H,11657.15842
FMT.0187J,493109.7132
FMT.0187K,931484.4316
FMT.0187L,985037.3079
FMT.0187M,14103431.45
FMT.0187O,19750235.29
FMT.0187P,25950124.61
FMT.0187Q,41066379.22
FMT.0189A,92711756.55
FMT.0189B,64326045.17
FMT.0190A,1768829333
FMT.0190B,359321204.1
FMT.0191A,318940491.9
FMT.0191B,409785884.5
FMT.0191C,47785216.71
FMT.0191D,70285519.76
FMT.0191E,61480795.26
FMT.0191F,18176444.2
FMT.0191G,139919176.8
FMT.0191H,79797025.99
FMT.0191I,48103470.45
FMT.0191J,14840909.35
FMT.0191L,59983087.18
FMT.0191P,125101719.7
FMT.0191R,117548552.6
FMT.0191T,375104.0862
FMT.0191U,1886879.836
FMT.0191V,1033601.691
FMT.0191X,1084020.662
FMT.0191Y,7184578.947
FMT.0192A,879609068.3
FMT.0192O,34823093.26
FMT.0193B,9686102.071
FMT.0193C,1545269.508
FMT.0193D,1708619.476
FMT.0193E,57647.95759
FMT.0193F,5569.606274
FMT.0194A,983702096.7
FMT.0195A,121237569.8
FMT.0196A,300311262.2
FMT.0200A,1780746.519
FMT.0200I,20151098.04
FMT.0204A,315407930.9
FMT.0205A,1219453778
FMT.0207A,12076438.85
FMT.0222B,251738173.5
FMT.0222C,259738265.8
FMT.0222D,291168024.7
FMT.0222E,130789774.4
FMT.0222F,7580249.679
FMT.0222H,588761.5273
FMT.0222K,442615.2329
FMT.0222L,1571221.694
FMT.0222R,16952650.92
FMT.0222S,33748548.73
FMT.0222T,60851989.28
FMT.0222U,232403185.7
FMT.0244A,49597687.7
FMT.0244B,134791161.2
FMT.0244C,190221915.3
FMT.0244D,159453274.6
FMT.0244E,31603739.17
FMT.0244F,172656667.6
FMT.0244G,407478038
FMT.0244H,138382396.9
FMT.0244I,213074752.4
FMT.0244J,72176544.96
FMT.0244K,70052416.48
FMT.0244L,15440725.69
FMT.0244M,41630144.96
FMT.0244N,34430985.07
FMT.0244O,96203288.11
FMT.0244P,118442935.2
FMT.0244Q,86367271.28
FMT.0244R,14998338.11
FMT.0251B,9059497.342
FMT.0251C,2844197.77
FMT.0251D,645807.7167
FMT.0251E,804009.7692
FMT.0251G,782608.9762
FMT.0251H,649773.7852
FMT.0251I,17819.27967
FMT.0251J,746465.0534
FMT.0251L,43677.35218
